counter,red_count,green_count,blue_count,total_count,red_value,green_value,blue_value,total_value
0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0,0
13,0,0,0,0,0,0,0,0
14,0,0,0,0,0,0,0,0
15,0,0,0,0,0,0,0,0
16,0,0,0,0,0,0,0,0
17,0,0,0,0,0,0,0,0
18,0,0,0,0,0,0,0,0
19,0,0,0,0,0,0,0,0
20,0,0,0,0,0,0,0,0
21,0,0,0,0,0,0,0,0
22,0,0,0,0,0,0,0,0
23,0,0,0,0,0,0,0,0
24,0,0,0,0,0,0,0,0
25,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0
27,0,0,0,0,0,0,0,0
28,0,0,0,0,0,0,0,0
29,0,0,0,0,0,0,0,0
30,0,0,0,0,0,0,0,0
31,0,0,0,0,0,0,0,0
32,0,0,0,0,0,0,0,0
33,0,0,0,0,0,0,0,0
34,0,0,0,0,0,0,0,0
35,0,0,0,0,0,0,0,0
36,0,0,0,0,0,0,0,0
37,0,0,0,0,0,0,0,0
38,0,0,0,0,0,0,0,0
39,0,0,0,0,0,0,0,0
40,0,0,0,0,0,0,0,0
41,0,0,0,0,0,0,0,0
42,0,0,0,0,0,0,0,0
43,0,0,0,0,0,0,0,0
44,0,0,0,0,0,0,0,0
45,0,0,0,0,0,0,0,0
46,0,0,0,0,0,0,0,0
47,0,0,0,0,0,0,0,0
48,0,0,0,0,0,0,0,0
49,0,0,0,0,0,0,0,0
50,0,0,0,0,0,0,0,0
51,0,0,0,0,0,0,0,0
52,0,0,0,0,0,0,0,0
53,0,0,0,0,0,0,0,0
54,0,0,0,0,0,0,0,0
55,0,0,0,0,0,0,0,0
56,0,0,0,0,0,0,0,0
57,0,0,0,0,0,0,0,0
58,0,0,0,0,0,0,0,0
59,0,0,0,0,0,0,0,0
60,0,0,0,0,0,0,0,0
61,0,0,0,0,0,0,0,0
62,0,0,0,0,0,0,0,0
63,0,0,0,0,0,0,0,0
64,0,0,0,0,0,0,0,0
65,0,0,0,0,0,0,0,0
66,0,0,0,0,0,0,0,0
67,0,0,0,0,0,0,0,0
68,0,0,0,0,0,0,0,0
69,0,0,0,0,0,0,0,0
70,0,0,0,0,0,0,0,0
71,0,0,0,0,0,0,0,0
72,0,0,0,0,0,0,0,0
73,0,0,0,0,0,0,0,0
74,0,0,0,0,0,0,0,0
75,0,0,0,0,0,0,0,0
76,0,0,0,0,0,0,0,0
77,0,0,0,0,0,0,0,0
78,0,0,0,0,0,0,0,0
79,0,0,0,0,0,0,0,0
80,0,0,0,0,0,0,0,0
81,0,0,0,0,0,0,0,0
82,0,0,0,0,0,0,0,0
83,0,0,0,0,0,0,0,0
84,0,0,0,0,0,0,0,0
85,0,0,0,0,0,0,0,0
86,0,0,0,0,0,0,0,0
87,0,0,0,0,0,0,0,0
88,0,0,0,0,0,0,0,0
89,0,0,0,0,0,0,0,0
90,0,0,0,0,0,0,0,0
91,0,0,0,0,0,0,0,0
92,0,0,0,0,0,0,0,0
93,0,0,0,0,0,0,0,0
94,0,0,0,0,0,0,0,0
95,0,0,0,0,0,0,0,0
96,0,0,0,0,0,0,0,0
97,0,0,0,0,0,0,0,0
98,0,0,0,0,0,0,0,0
99,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0
101,0,0,0,0,0,0,0,0
102,0,0,0,0,0,0,0,0
103,0,0,0,0,0,0,0,0
104,0,0,0,0,0,0,0,0
105,0,0,0,0,0,0,0,0
106,0,0,0,0,0,0,0,0
107,0,0,0,0,0,0,0,0
108,0,0,0,0,0,0,0,0
109,0,0,0,0,0,0,0,0
110,0,0,0,0,0,0,0,0
111,0,0,0,0,0,0,0,0
112,0,0,0,0,0,0,0,0
113,0,0,0,0,0,0,0,0
114,0,0,0,0,0,0,0,0
115,0,0,0,0,0,0,0,0
116,0,0,0,0,0,0,0,0
117,0,0,0,0,0,0,0,0
118,0,0,0,0,0,0,0,0
119,0,0,0,0,0,0,0,0
120,0,0,0,0,0,0,0,0
121,0,0,0,0,0,0,0,0
122,0,0,0,0,0,0,0,0
123,0,0,0,0,0,0,0,0
124,0,0,0,0,0,0,0,0
125,0,0,0,0,0,0,0,0
126,0,0,0,0,0,0,0,0
127,0,0,0,0,0,0,0,0
128,0,0,0,0,0,0,0,0
129,0,0,0,0,0,0,0,0
130,0,0,0,0,0,0,0,0
131,0,0,0,0,0,0,0,0
132,0,0,0,0,0,0,0,0
133,0,0,0,0,0,0,0,0
134,0,0,0,0,0,0,0,0
135,0,0,0,0,0,0,0,0
136,0,0,0,0,0,0,0,0
137,0,0,0,0,0,0,0,0
138,0,0,0,0,0,0,0,0
139,0,0,0,0,0,0,0,0
140,0,0,0,0,0,0,0,0
141,0,0,0,0,0,0,0,0
142,0,0,0,0,0,0,0,0
143,0,0,0,0,0,0,0,0
144,0,0,0,0,0,0,0,0
145,0,0,0,0,0,0,0,0
146,0,0,0,0,0,0,0,0
147,0,0,0,0,0,0,0,0
148,0,0,0,0,0,0,0,0
149,0,0,0,0,0,0,0,0
150,0,0,0,0,0,0,0,0
151,0,0,0,0,0,0,0,0
152,0,0,0,0,0,0,0,0
153,0,0,0,0,0,0,0,0
154,0,0,0,0,0,0,0,0
155,0,0,0,0,0,0,0,0
156,0,0,0,0,0,0,0,0
157,0,0,0,0,0,0,0,0
158,0,0,0,0,0,0,0,0
159,0,0,0,0,0,0,0,0
160,0,0,0,0,0,0,0,0
161,0,0,0,0,0,0,0,0
162,0,0,0,0,0,0,0,0
163,0,0,0,0,0,0,0,0
164,0,0,0,0,0,0,0,0
165,0,0,0,0,0,0,0,0
166,0,0,0,0,0,0,0,0
167,0,0,0,0,0,0,0,0
168,0,0,0,0,0,0,0,0
169,0,0,0,0,0,0,0,0
170,0,0,0,0,0,0,0,0
171,0,0,0,0,0,0,0,0
172,0,0,0,0,0,0,0,0
173,0,0,0,0,0,0,0,0
174,0,0,0,0,0,0,0,0
175,0,0,0,0,0,0,0,0
176,0,0,0,0,0,0,0,0
177,0,0,0,0,0,0,0,0
178,0,0,0,0,0,0,0,0
179,0,0,0,0,0,0,0,0
180,0,0,0,0,0,0,0,0
181,0,0,0,0,0,0,0,0
182,0,0,0,0,0,0,0,0
183,0,0,0,0,0,0,0,0
184,0,0,0,0,0,0,0,0
185,0,0,0,0,0,0,0,0
186,0,0,0,0,0,0,0,0
187,0,0,0,0,0,0,0,0
188,0,0,0,0,0,0,0,0
189,0,0,0,0,0,0,0,0
190,0,0,0,0,0,0,0,0
191,0,0,0,0,0,0,0,0
192,0,0,0,0,0,0,0,0
193,0,0,0,0,0,0,0,0
194,0,0,0,0,0,0,0,0
195,0,0,0,0,0,0,0,0
196,0,0,0,0,0,0,0,0
197,0,0,0,0,0,0,0,0
198,0,0,0,0,0,0,0,0
199,0,0,0,0,0,0,0,0
200,0,0,0,0,0,0,0,0
201,0,0,0,0,0,0,0,0
202,0,0,0,0,0,0,0,0
203,0,0,0,0,0,0,0,0
204,0,0,0,0,0,0,0,0
205,0,0,0,0,0,0,0,0
206,0,0,0,0,0,0,0,0
207,0,0,0,0,0,0,0,0
208,0,0,0,0,0,0,0,0
209,0,0,0,0,0,0,0,0
210,0,0,0,0,0,0,0,0
211,0,0,0,0,0,0,0,0
212,0,0,0,0,0,0,0,0
213,0,0,0,0,0,0,0,0
214,0,0,0,0,0,0,0,0
215,0,0,0,0,0,0,0,0
216,0,0,0,0,0,0,0,0
217,0,0,0,0,0,0,0,0
218,0,0,0,0,0,0,0,0
219,0,0,0,0,0,0,0,0
220,0,0,0,0,0,0,0,0
221,0,0,0,0,0,0,0,0
222,0,0,0,0,0,0,0,0
223,0,0,0,0,0,0,0,0
224,0,0,0,0,0,0,0,0
225,0,0,0,0,0,0,0,0
226,0,0,0,0,0,0,0,0
227,0,0,0,0,0,0,0,0
228,0,0,0,0,0,0,0,0
229,0,0,0,0,0,0,0,0
230,0,0,0,0,0,0,0,0
231,0,0,0,0,0,0,0,0
232,0,0,0,0,0,0,0,0
233,0,0,0,0,0,0,0,0
234,0,0,0,0,0,0,0,0
235,0,0,0,0,0,0,0,0
236,0,0,0,0,0,0,0,0
237,0,0,0,0,0,0,0,0
238,0,0,0,0,0,0,0,0
239,0,0,0,0,0,0,0,0
240,0,0,0,0,0,0,0,0
241,0,0,0,0,0,0,0,0
242,0,0,0,0,0,0,0,0
243,0,0,0,0,0,0,0,0
244,0,0,0,0,0,0,0,0
245,0,0,0,0,0,0,0,0
246,0,0,0,0,0,0,0,0
247,0,0,0,0,0,0,0,0
248,0,0,0,0,0,0,0,0
249,0,0,0,0,0,0,0,0
250,0,0,0,0,0,0,0,0
251,0,0,0,0,0,0,0,0
252,0,0,0,0,0,0,0,0
253,0,0,0,0,0,0,0,0
254,0,0,0,0,0,0,0,0
255,0,0,0,0,0,0,0,0
256,0,0,0,0,0,0,0,0
257,0,0,0,0,0,0,0,0
258,0,0,0,0,0,0,0,0
259,0,0,0,0,0,0,0,0
260,0,0,0,0,0,0,0,0
261,0,0,0,0,0,0,0,0
262,0,0,0,0,0,0,0,0
263,0,0,0,0,0,0,0,0
264,0,0,0,0,0,0,0,0
265,0,0,0,0,0,0,0,0
266,0,0,0,0,0,0,0,0
267,0,0,0,0,0,0,0,0
268,0,0,0,0,0,0,0,0
269,0,0,0,0,0,0,0,0
270,0,0,0,0,0,0,0,0
271,0,0,0,0,0,0,0,0
272,0,0,0,0,0,0,0,0
273,0,0,0,0,0,0,0,0
274,0,0,0,0,0,0,0,0
275,0,0,0,0,0,0,0,0
276,0,0,0,0,0,0,0,0
277,0,0,0,0,0,0,0,0
278,0,0,0,0,0,0,0,0
279,0,0,0,0,0,0,0,0
280,0,0,0,0,0,0,0,0
281,0,0,0,0,0,0,0,0
282,0,0,0,0,0,0,0,0
283,0,0,0,0,0,0,0,0
284,0,0,0,0,0,0,0,0
285,0,0,0,0,0,0,0,0
286,0,0,0,0,0,0,0,0
287,0,0,0,0,0,0,0,0
288,0,0,0,0,0,0,0,0
289,0,0,0,0,0,0,0,0
290,0,0,0,0,0,0,0,0
291,0,0,0,0,0,0,0,0
292,0,0,0,0,0,0,0,0
293,0,0,0,0,0,0,0,0
294,0,0,0,0,0,0,0,0
295,0,0,0,0,0,0,0,0
296,0,0,0,0,0,0,0,0
297,0,0,0,0,0,0,0,0
298,0,0,0,0,0,0,0,0
299,0,0,0,0,0,0,0,0
300,0,0,0,0,0,0,0,0
301,0,0,0,0,0,0,0,0
302,0,0,0,0,0,0,0,0
303,0,0,0,0,0,0,0,0
304,0,0,0,0,0,0,0,0
305,0,0,0,0,0,0,0,0
306,0,0,0,0,0,0,0,0
307,0,0,0,0,0,0,0,0
308,0,0,0,0,0,0,0,0
309,0,0,0,0,0,0,0,0
310,0,0,0,0,0,0,0,0
311,0,0,0,0,0,0,0,0
312,0,0,0,0,0,0,0,0
313,0,0,0,0,0,0,0,0
314,0,0,0,0,0,0,0,0
315,0,0,0,0,0,0,0,0
316,0,0,0,0,0,0,0,0
317,0,0,0,0,0,0,0,0
318,0,0,0,0,0,0,0,0
319,0,0,0,0,0,0,0,0
320,0,0,0,0,0,0,0,0
321,0,0,0,0,0,0,0,0
322,0,0,0,0,0,0,0,0
323,0,0,0,0,0,0,0,0
324,0,0,0,0,0,0,0,0
325,0,0,0,0,0,0,0,0
326,0,0,0,0,0,0,0,0
327,0,0,0,0,0,0,0,0
328,0,0,0,0,0,0,0,0
329,0,0,0,0,0,0,0,0
330,0,0,0,0,0,0,0,0
331,0,0,0,0,0,0,0,0
332,0,0,0,0,0,0,0,0
333,0,0,0,0,0,0,0,0
334,0,0,0,0,0,0,0,0
335,0,0,0,0,0,0,0,0
336,0,0,0,0,0,0,0,0
337,0,0,0,0,0,0,0,0
338,0,0,0,0,0,0,0,0
339,0,0,0,0,0,0,0,0
340,0,0,0,0,0,0,0,0
341,0,0,0,0,0,0,0,0
342,0,0,0,0,0,0,0,0
343,0,0,0,0,0,0,0,0
344,0,0,0,0,0,0,0,0
345,0,0,0,0,0,0,0,0
346,0,0,0,0,0,0,0,0
347,0,0,0,0,0,0,0,0
348,0,0,0,0,0,0,0,0
349,0,0,0,0,0,0,0,0
350,0,0,0,0,0,0,0,0
351,0,0,0,0,0,0,0,0
352,0,0,0,0,0,0,0,0
353,0,0,0,0,0,0,0,0
354,0,0,0,0,0,0,0,0
355,0,0,0,0,0,0,0,0
356,0,0,0,0,0,0,0,0
357,0,0,0,0,0,0,0,0
358,0,0,0,0,0,0,0,0
359,0,0,0,0,0,0,0,0
360,0,0,0,0,0,0,0,0
361,0,0,0,0,0,0,0,0
362,0,0,0,0,0,0,0,0
363,0,0,0,0,0,0,0,0
364,0,0,0,0,0,0,0,0
365,0,0,0,0,0,0,0,0
366,0,0,0,0,0,0,0,0
367,0,0,0,0,0,0,0,0
368,0,0,0,0,0,0,0,0
369,0,0,0,0,0,0,0,0
370,0,0,0,0,0,0,0,0
371,0,0,0,0,0,0,0,0
372,0,0,0,0,0,0,0,0
373,0,0,0,0,0,0,0,0
374,0,0,0,0,0,0,0,0
375,0,0,0,0,0,0,0,0
376,0,0,0,0,0,0,0,0
377,0,0,0,0,0,0,0,0
378,0,0,0,0,0,0,0,0
379,0,0,0,0,0,0,0,0
380,0,0,0,0,0,0,0,0
381,0,0,0,0,0,0,0,0
382,0,0,0,0,0,0,0,0
383,0,0,0,0,0,0,0,0
384,0,0,0,0,0,0,0,0
385,0,0,0,0,0,0,0,0
386,0,0,0,0,0,0,0,0
387,0,0,0,0,0,0,0,0
388,0,0,0,0,0,0,0,0
389,0,0,0,0,0,0,0,0
390,0,0,0,0,0,0,0,0
391,0,0,0,0,0,0,0,0
392,0,0,0,0,0,0,0,0
393,0,0,0,0,0,0,0,0
394,0,0,0,0,0,0,0,0
395,0,0,0,0,0,0,0,0
396,0,0,0,0,0,0,0,0
397,0,0,0,0,0,0,0,0
398,0,0,0,0,0,0,0,0
399,0,0,0,0,0,0,0,0
400,0,0,0,0,0,0,0,0
401,0,0,0,0,0,0,0,0
402,0,0,0,0,0,0,0,0
403,0,0,0,0,0,0,0,0
404,0,0,0,0,0,0,0,0
405,0,0,0,0,0,0,0,0
406,0,0,0,0,0,0,0,0
407,0,0,0,0,0,0,0,0
408,0,0,0,0,0,0,0,0
409,0,0,0,0,0,0,0,0
410,0,0,0,0,0,0,0,0
411,0,0,0,0,0,0,0,0
412,0,0,0,0,0,0,0,0
413,0,0,0,0,0,0,0,0
414,0,0,0,0,0,0,0,0
415,0,0,0,0,0,0,0,0
416,0,0,0,0,0,0,0,0
417,0,0,0,0,0,0,0,0
418,0,0,0,0,0,0,0,0
419,0,0,0,0,0,0,0,0
420,0,0,0,0,0,0,0,0
421,0,0,0,0,0,0,0,0
422,0,0,0,0,0,0,0,0
423,0,0,0,0,0,0,0,0
424,0,0,0,0,0,0,0,0
425,0,0,0,0,0,0,0,0
426,0,0,0,0,0,0,0,0
427,0,0,0,0,0,0,0,0
428,0,0,0,0,0,0,0,0
429,0,0,0,0,0,0,0,0
430,0,0,0,0,0,0,0,0
431,0,0,0,0,0,0,0,0
432,0,0,0,0,0,0,0,0
433,0,0,0,0,0,0,0,0
434,0,0,0,0,0,0,0,0
435,0,0,0,0,0,0,0,0
436,0,0,0,0,0,0,0,0
437,0,0,0,0,0,0,0,0
438,0,0,0,0,0,0,0,0
439,0,0,0,0,0,0,0,0
440,0,0,0,0,0,0,0,0
441,0,0,0,0,0,0,0,0
442,0,0,0,0,0,0,0,0
443,0,0,0,0,0,0,0,0
444,1,0,0,1,5,0,0,5
445,1,0,0,1,5,0,0,5
446,1,0,0,1,5,0,0,5
447,1,0,0,1,5,0,0,5
448,1,0,0,1,5,0,0,5
449,1,0,0,1,5,0,0,5
450,1,0,0,1,5,0,0,5
451,1,0,0,1,5,0,0,5
452,1,0,0,1,5,0,0,5
453,1,0,0,1,5,0,0,5
454,1,0,0,1,5,0,0,5
455,1,0,0,1,5,0,0,5
456,1,0,0,1,5,0,0,5
457,1,0,0,1,5,0,0,5
458,1,0,0,1,5,0,0,5
459,1,0,0,1,5,0,0,5
460,1,0,0,1,5,0,0,5
461,1,0,0,1,5,0,0,5
462,1,0,0,1,5,0,0,5
463,1,0,0,1,5,0,0,5
464,1,0,0,1,5,0,0,5
465,1,0,0,1,5,0,0,5
466,1,0,0,1,5,0,0,5
467,1,0,0,1,5,0,0,5
468,1,0,0,1,5,0,0,5
469,1,0,0,1,5,0,0,5
470,1,0,0,1,5,0,0,5
471,1,0,0,1,5,0,0,5
472,1,0,0,1,5,0,0,5
473,1,0,0,1,5,0,0,5
474,1,0,0,1,5,0,0,5
475,1,0,0,1,5,0,0,5
476,1,0,0,1,5,0,0,5
477,1,0,0,1,5,0,0,5
478,1,0,0,1,5,0,0,5
479,1,0,0,1,5,0,0,5
480,1,0,0,1,5,0,0,5
481,1,0,0,1,5,0,0,5
482,1,0,0,1,5,0,0,5
483,1,0,0,1,5,0,0,5
484,1,0,0,1,5,0,0,5
485,1,0,0,1,5,0,0,5
486,1,0,0,1,5,0,0,5
487,1,0,0,1,5,0,0,5
488,1,0,0,1,5,0,0,5
489,1,0,0,1,5,0,0,5
490,1,0,0,1,5,0,0,5
491,1,0,0,1,5,0,0,5
492,1,0,0,1,5,0,0,5
493,1,0,0,1,5,0,0,5
494,1,0,0,1,5,0,0,5
495,1,0,0,1,5,0,0,5
496,1,0,0,1,5,0,0,5
497,1,0,0,1,5,0,0,5
498,1,0,0,1,5,0,0,5
499,1,0,0,1,5,0,0,5
500,1,0,0,1,5,0,0,5
501,1,0,0,1,5,0,0,5
502,1,0,0,1,5,0,0,5
503,1,0,0,1,5,0,0,5
504,1,0,0,1,5,0,0,5
505,1,0,0,1,5,0,0,5
506,1,0,0,1,5,0,0,5
507,1,0,0,1,5,0,0,5
508,1,0,0,1,5,0,0,5
509,1,0,0,1,5,0,0,5
510,1,0,0,1,5,0,0,5
511,1,0,0,1,5,0,0,5
512,1,0,0,1,5,0,0,5
513,1,0,0,1,5,0,0,5
514,1,0,0,1,5,0,0,5
515,1,0,0,1,5,0,0,5
516,1,0,0,1,5,0,0,5
517,1,0,0,1,5,0,0,5
518,1,0,0,1,5,0,0,5
519,1,0,0,1,5,0,0,5
520,1,0,0,1,5,0,0,5
521,1,0,0,1,5,0,0,5
522,1,0,0,1,5,0,0,5
523,1,0,0,1,5,0,0,5
524,1,0,0,1,5,0,0,5
525,1,0,0,1,5,0,0,5
526,1,0,0,1,5,0,0,5
527,1,0,0,1,5,0,0,5
528,1,0,0,1,5,0,0,5
529,1,0,0,1,5,0,0,5
530,1,0,0,1,5,0,0,5
531,1,0,0,1,5,0,0,5
532,1,0,0,1,5,0,0,5
533,1,0,0,1,5,0,0,5
534,1,0,0,1,5,0,0,5
535,1,0,0,1,5,0,0,5
536,1,0,0,1,5,0,0,5
537,1,0,0,1,5,0,0,5
538,1,0,0,1,5,0,0,5
539,1,0,0,1,5,0,0,5
540,1,0,0,1,5,0,0,5
541,1,0,0,1,5,0,0,5
542,1,0,0,1,5,0,0,5
543,1,0,0,1,5,0,0,5
544,1,0,0,1,5,0,0,5
545,1,0,0,1,5,0,0,5
546,1,0,0,1,5,0,0,5
547,1,0,0,1,5,0,0,5
548,1,0,0,1,5,0,0,5
549,1,0,0,1,5,0,0,5
550,1,0,0,1,5,0,0,5
551,1,0,0,1,5,0,0,5
552,1,0,0,1,5,0,0,5
553,1,0,0,1,5,0,0,5
554,1,0,0,1,5,0,0,5
555,1,0,0,1,5,0,0,5
556,1,0,0,1,5,0,0,5
557,1,0,0,1,5,0,0,5
558,1,0,0,1,5,0,0,5
559,1,0,0,1,5,0,0,5
560,1,0,0,1,5,0,0,5
561,1,0,0,1,5,0,0,5
562,1,0,0,1,5,0,0,5
563,1,0,0,1,5,0,0,5
564,1,0,0,1,5,0,0,5
565,1,0,0,1,5,0,0,5
566,1,0,0,1,5,0,0,5
567,1,0,0,1,5,0,0,5
568,1,0,0,1,5,0,0,5
569,1,0,0,1,5,0,0,5
570,1,0,0,1,5,0,0,5
571,1,0,0,1,5,0,0,5
572,1,0,0,1,5,0,0,5
573,1,0,0,1,5,0,0,5
574,1,0,0,1,5,0,0,5
575,1,0,0,1,5,0,0,5
576,1,0,0,1,5,0,0,5
577,1,0,0,1,5,0,0,5
578,1,0,0,1,5,0,0,5
579,1,0,0,1,5,0,0,5
580,1,0,0,1,5,0,0,5
581,1,0,0,1,5,0,0,5
582,1,0,0,1,5,0,0,5
583,1,0,0,1,5,0,0,5
584,1,0,0,1,5,0,0,5
585,1,0,0,1,5,0,0,5
586,1,0,0,1,5,0,0,5
587,1,0,0,1,5,0,0,5
588,1,0,0,1,5,0,0,5
589,1,0,0,1,5,0,0,5
590,1,0,0,1,5,0,0,5
591,1,0,0,1,5,0,0,5
592,1,0,0,1,5,0,0,5
593,1,0,0,1,5,0,0,5
594,1,0,0,1,5,0,0,5
595,1,0,0,1,5,0,0,5
596,1,0,0,1,5,0,0,5
597,1,0,0,1,5,0,0,5
598,1,0,0,1,5,0,0,5
599,1,0,0,1,5,0,0,5
600,1,0,0,1,5,0,0,5
601,1,0,0,1,5,0,0,5
602,1,0,0,1,5,0,0,5
603,1,0,0,1,5,0,0,5
604,1,0,0,1,5,0,0,5
605,1,0,0,1,5,0,0,5
606,1,0,0,1,5,0,0,5
607,1,0,0,1,5,0,0,5
608,1,0,0,1,5,0,0,5
609,1,0,0,1,5,0,0,5
610,1,0,0,1,5,0,0,5
611,1,0,0,1,5,0,0,5
612,1,0,0,1,5,0,0,5
613,1,0,0,1,5,0,0,5
614,1,0,0,1,5,0,0,5
615,1,0,0,1,5,0,0,5
616,1,0,0,1,5,0,0,5
617,1,0,0,1,5,0,0,5
618,1,0,0,1,5,0,0,5
619,1,0,0,1,5,0,0,5
620,1,0,0,1,5,0,0,5
621,1,0,0,1,5,0,0,5
622,1,0,0,1,5,0,0,5
623,1,0,0,1,5,0,0,5
624,1,0,0,1,5,0,0,5
625,1,0,0,1,5,0,0,5
626,1,0,0,1,5,0,0,5
627,1,0,0,1,5,0,0,5
628,1,0,0,1,5,0,0,5
629,1,0,0,1,5,0,0,5
630,1,0,0,1,5,0,0,5
631,1,0,0,1,5,0,0,5
632,1,0,0,1,5,0,0,5
633,1,0,0,1,5,0,0,5
634,1,0,0,1,5,0,0,5
635,1,0,0,1,5,0,0,5
